X1,X2,X3,X4,Y
4.167,3.069,8.320,B,25.587
2.098,-1.688,9.826,C,29.080
2.219,-1.327,10.581,A,41.772
1.602,2.512,6.908,C,47.277
2.708,1.947,4.119,B,21.489
2.493,-2.291,4.750,C,-2.731
4.296,-1.065,3.745,A,31.355
4.850,-3.342,4.608,C,-11.522
5.048,1.980,7.697,A,48.576
5.142,-0.425,6.151,C,7.651
0.997,3.231,7.666,A,32.280
3.928,-1.522,5.052,A,27.999
0.973,2.426,3.112,B,19.412
2.496,2.559,9.509,A,43.763
4.687,0.056,7.307,C,14.432
4.969,-2.676,9.319,C,6.310
2.159,-1.760,6.432,A,28.801
5.013,1.029,5.194,B,22.524
3.234,-0.440,9.650,A,40.636
0.875,0.737,4.924,C,34.760
3.488,-1.522,10.792,A,45.862
1.779,2.828,3.991,B,15.209
3.526,-1.200,8.893,C,22.826
3.437,-1.408,6.352,C,11.800
2.384,1.720,11.143,A,48.225
1.847,1.733,10.033,A,40.909
2.713,-0.030,7.139,A,32.431
3.293,1.578,10.617,C,41.188
4.892,2.186,5.718,C,27.132
4.455,1.208,8.054,A,46.137
4.481,-0.006,3.475,B,20.186
0.957,1.045,11.327,A,42.286
5.156,0.448,8.544,C,25.686
3.725,0.340,8.236,C,30.010
1.738,0.536,6.502,A,28.004
2.596,0.699,7.908,C,35.808
2.928,-1.673,7.153,A,33.884
3.922,-1.520,11.224,B,24.488
1.892,3.342,9.721,B,25.089
2.310,0.781,5.270,C,26.146
2.657,1.162,5.720,B,16.741
0.903,-2.186,3.097,C,0.550
4.428,-2.120,5.074,B,22.176
2.092,-2.794,6.494,C,4.628
2.647,2.763,3.910,B,18.867
4.692,1.061,11.269,C,38.455
4.134,-0.024,10.743,B,26.522
4.686,-2.005,11.699,B,26.958
1.741,1.797,2.740,A,15.882
3.092,-0.665,6.706,A,30.319
3.313,1.200,5.230,B,16.953
2.009,-0.905,6.524,A,30.571
2.303,-1.211,4.313,B,18.935
1.484,0.233,9.885,A,38.960
1.154,-1.282,9.536,A,36.493
3.411,0.118,5.119,B,16.413
2.408,-1.157,5.980,A,29.955
1.124,-1.989,4.056,B,9.079
2.070,-1.065,3.817,B,14.369
4.182,-2.078,9.624,A,47.630
4.000,0.950,8.476,B,24.172
4.542,-2.139,7.474,C,3.113
1.439,2.246,7.326,B,17.174
2.936,2.511,6.416,C,40.861
4.729,3.071,10.206,A,49.274
4.809,2.833,5.327,A,41.608
1.930,3.168,3.638,B,15.026
1.404,-0.064,5.701,C,25.063
2.179,2.639,6.183,C,36.368
4.745,-0.508,6.213,A,38.325
4.478,-0.787,5.486,C,14.874
4.046,-1.323,4.861,C,7.493
4.935,1.119,10.469,A,57.306
2.458,3.202,8.170,A,34.277
2.942,-2.005,6.700,A,31.935
2.010,-0.500,5.848,A,28.958
1.771,-1.175,8.680,B,24.736
3.273,2.330,6.870,B,23.485
4.821,-1.114,8.875,A,42.695
3.364,2.106,9.499,C,48.891
1.462,-0.213,9.803,C,38.427
3.891,2.744,7.316,A,40.431
1.900,2.930,11.289,B,21.656
2.763,-3.237,5.351,B,22.392
3.372,1.104,9.227,C,39.783
1.677,-0.785,3.298,B,12.174
0.898,-1.187,4.872,A,17.161
4.528,3.499,4.899,C,35.122
1.245,-0.905,7.237,B,17.141
4.084,0.035,8.093,B,24.003
1.416,-0.056,5.345,C,21.847
3.788,-1.696,3.909,C,-2.216
3.657,-1.465,5.478,C,10.765
0.764,0.355,3.623,A,22.832
3.544,-1.521,10.549,C,26.541
2.639,0.677,8.289,A,36.986
3.335,1.900,5.848,A,35.893
4.929,3.251,9.653,A,54.765
2.458,0.168,3.864,B,19.431
1.304,1.845,6.840,C,40.399
3.147,2.180,8.068,B,25.512
2.170,-1.384,4.567,C,6.036
2.006,-0.778,2.787,A,16.643
5.035,-0.328,8.908,B,29.398
4.199,-1.393,3.576,C,1.838
3.136,-0.802,7.722,B,25.328
2.058,-0.461,9.919,B,22.888
1.682,-1.089,9.946,B,24.087
3.696,-2.003,9.069,A,40.489
4.128,1.410,6.747,C,29.811
0.805,-0.334,8.796,C,35.159
2.096,0.152,9.254,B,20.650
3.089,-1.687,3.202,B,20.505
1.984,-2.235,6.141,C,5.070
2.661,-1.137,3.513,B,16.312
3.318,1.856,4.024,C,23.467
3.887,-1.643,5.804,C,6.323
2.422,1.414,9.601,C,42.829
3.984,1.720,8.592,A,44.994
2.993,-1.210,4.024,C,10.418
1.478,-2.334,4.418,B,12.765
0.811,-0.080,11.306,C,37.156
2.021,-1.156,10.268,A,38.900
3.817,3.091,5.135,B,19.744
4.263,-1.360,9.420,C,19.453
4.171,0.228,6.456,A,37.953
3.920,-0.420,3.426,C,8.458
1.990,-2.274,5.351,C,4.858
1.263,-1.814,5.358,C,14.625
3.810,-1.120,6.789,B,22.558
1.865,2.647,7.117,A,30.135
3.207,-0.747,9.567,A,43.658
1.403,0.662,6.769,B,14.553
1.608,0.743,10.156,B,23.159
3.388,1.884,10.855,C,50.226
4.688,-0.350,10.794,C,28.350
1.105,0.680,8.742,A,35.601
1.825,-1.189,12.159,C,31.290
1.810,-2.775,9.222,C,15.898
3.584,1.397,9.323,C,37.943
2.101,-0.543,3.025,A,18.391
1.192,1.451,3.724,B,14.557
3.260,1.005,5.444,C,25.641
4.859,-2.237,5.349,A,34.374
3.513,2.647,7.553,C,38.152
1.250,0.751,7.045,A,29.994
3.950,-0.533,10.676,C,30.232
1.739,-2.650,4.556,C,2.609
3.326,-0.378,9.747,B,24.533
2.002,2.272,10.273,A,41.829
4.554,1.931,8.692,A,48.560
3.970,1.904,10.948,C,51.158
2.588,-2.527,5.488,C,2.125
4.682,-2.520,3.125,C,-10.261
1.911,0.136,10.117,A,40.134
2.104,-0.120,11.026,B,21.284
4.426,-0.460,5.744,C,20.865
2.047,2.222,6.772,A,30.567
3.255,-0.786,4.650,C,5.384
3.291,1.383,11.875,C,41.807
2.388,3.487,5.591,C,38.377
4.890,1.771,7.031,A,44.342
2.274,-0.152,10.175,B,24.021
2.520,1.201,7.117,A,35.147
1.478,2.498,10.453,A,43.500
4.172,1.145,4.970,C,18.918
1.340,2.089,5.302,A,27.616
3.950,0.120,11.176,C,40.942
2.024,0.284,11.069,C,42.065
2.374,2.389,7.570,B,24.269
2.089,-2.555,5.220,A,28.384
3.742,-2.989,10.817,B,24.357
2.782,-1.489,7.498,A,29.725
1.786,3.008,9.708,C,55.710
3.002,0.067,11.335,B,25.538
2.708,1.040,11.196,B,24.654
1.960,0.359,7.754,A,32.789
2.539,-1.108,7.296,B,19.548
2.874,-0.919,11.859,A,51.242
3.805,-0.426,10.429,C,26.533
4.772,0.963,11.955,A,60.765
2.915,0.310,11.351,A,50.232
4.999,-3.104,4.721,A,31.824
3.417,-1.650,9.024,C,23.445
2.239,0.203,11.539,B,25.972
1.164,-0.922,10.894,A,40.605
3.720,0.136,7.884,A,40.316
4.630,-0.437,10.369,B,29.064
4.373,-0.155,3.475,B,19.317
1.754,1.614,6.414,C,37.443
3.196,2.346,6.719,C,42.565
2.339,-0.934,8.391,C,24.816
2.426,2.698,8.661,B,17.125
2.180,0.188,4.287,A,21.169
1.762,2.300,3.392,C,31.147
4.995,-1.655,11.423,C,25.738
2.862,0.871,5.152,A,25.481
2.439,0.003,9.470,B,25.644
4.205,-0.815,10.721,A,50.631
3.083,-0.012,6.285,C,16.221
3.819,2.624,4.238,B,21.015
4.310,0.105,7.665,A,43.200
3.310,0.286,4.041,A,28.412
3.139,0.741,11.328,A,49.091
3.096,1.622,11.446,C,51.339
2.752,1.281,8.790,B,16.262
3.698,0.512,9.667,B,22.725
2.853,1.390,6.774,C,32.647
4.027,-0.430,8.863,B,22.677
2.899,2.088,6.396,B,19.585
4.050,0.638,7.246,A,38.861
3.852,-0.816,11.500,A,47.122
1.291,-1.435,7.282,A,31.348
0.796,2.388,11.723,C,55.234
1.730,-1.020,5.620,B,16.148
3.028,0.988,10.402,A,41.656
2.307,0.684,8.869,C,39.906
5.106,0.204,5.642,C,16.239
3.102,0.095,8.762,C,30.731
2.468,-0.745,10.277,B,23.495
5.070,-0.194,11.852,B,27.261
4.157,-2.761,3.932,A,31.400
2.983,-1.849,6.519,B,21.124
2.146,1.450,7.876,C,37.883
3.897,-2.456,7.354,B,22.035
2.788,0.644,10.338,A,42.511
4.316,0.966,3.636,C,16.027
0.797,0.999,5.866,C,38.583
3.985,-2.436,10.859,C,17.531
2.636,1.435,9.172,A,43.004
1.867,-0.932,11.318,C,32.322
3.394,3.307,11.348,A,45.744
4.189,-1.874,7.600,C,10.560
3.099,2.101,8.747,B,21.355
0.954,0.922,7.235,B,17.617
3.293,2.698,8.502,B,20.851
1.582,0.922,9.274,A,36.176
4.937,-1.827,10.499,C,13.087
2.006,2.715,10.950,C,59.429
4.672,-2.106,10.974,A,50.212
1.243,-1.464,4.915,C,12.417
1.316,-0.881,5.826,C,16.031
4.286,-3.664,6.892,C,-1.496
2.550,0.178,3.232,C,13.457
2.672,1.090,5.248,C,30.500
1.769,-2.591,4.857,A,21.821
4.454,-0.808,10.339,C,21.480
1.289,0.891,11.423,C,56.892
3.711,0.196,4.751,B,23.310
3.735,1.686,4.158,B,21.778
2.653,-1.933,9.150,C,18.406
4.249,0.960,11.570,B,25.746
4.479,-1.738,9.866,B,29.821
4.345,0.882,8.190,B,24.252
0.918,0.999,7.598,C,40.558
2.006,-2.181,3.417,A,19.355
1.789,0.036,8.653,C,28.064
4.346,-1.816,7.805,B,26.068
2.821,1.966,4.022,B,20.269
2.615,-0.847,7.301,C,23.398
3.919,0.310,10.491,A,48.840
4.843,1.468,5.175,C,22.509
3.480,0.545,9.992,B,24.934
3.015,1.818,7.982,C,37.838
1.511,-1.557,9.649,A,35.636
1.092,-0.943,6.530,C,26.323
4.367,-0.721,8.929,C,20.482
1.597,0.641,7.797,C,31.533
2.491,-1.869,5.036,A,29.786
2.009,0.113,10.402,C,40.690
2.364,-2.371,9.444,B,21.668
2.079,-2.342,6.081,B,16.663
3.847,-1.170,10.304,B,27.507
3.465,-1.649,10.214,A,47.571
3.015,-1.080,8.939,C,20.255
4.758,2.633,10.692,B,26.985
2.642,1.572,12.101,B,24.868
2.523,3.201,6.470,A,33.944
2.455,-1.661,3.172,C,5.066
3.887,-2.593,6.909,A,32.220
3.155,2.637,9.124,A,45.174
4.622,2.168,5.601,C,23.728
3.627,2.577,8.745,C,43.460
1.493,-0.151,5.526,A,26.578
3.267,2.089,4.168,C,25.866
1.818,1.958,6.665,C,37.492
3.641,-2.694,7.690,C,8.538
1.319,1.403,7.214,B,20.253
4.470,-2.762,4.631,C,-9.113
0.663,3.115,8.787,B,21.454
3.569,1.276,4.665,B,18.787
4.434,1.018,3.063,A,32.274
4.253,0.207,6.226,B,24.256
4.528,-0.403,11.527,A,55.510
3.212,-2.572,9.889,C,12.981
0.977,0.295,6.949,B,16.853
2.954,2.256,3.350,A,26.179
3.694,-2.851,9.606,C,12.781
4.124,1.255,7.680,B,26.730
2.227,2.147,8.526,C,42.017
1.283,1.075,6.879,A,26.789
4.736,-0.867,8.252,A,44.012
2.258,-2.174,7.111,A,35.195
3.696,-0.595,10.821,C,26.802
4.661,2.442,9.044,C,38.294
3.999,1.166,3.554,A,29.822
1.732,0.700,7.257,C,37.882
0.967,-0.238,11.368,B,19.094
2.211,1.613,6.282,B,20.775
1.295,-0.625,4.963,B,11.287
3.877,1.945,9.309,B,28.120
1.645,-1.527,4.927,C,12.992
2.928,2.962,10.226,A,50.510
4.309,-2.120,4.081,B,26.227
1.237,-1.711,3.780,C,7.603
4.584,0.790,8.686,C,31.260
4.652,-2.805,5.013,C,-6.296
2.876,-2.134,6.526,B,21.263
4.386,0.915,3.457,B,24.028
2.337,1.235,10.255,B,23.108
4.752,0.748,9.939,A,49.267
4.421,-0.691,5.107,B,17.908
1.952,-0.220,4.866,A,26.369
2.955,1.866,8.640,B,22.401
3.109,-0.388,9.591,C,27.740
1.363,0.542,5.497,A,23.200
3.793,1.249,10.196,C,42.104
1.002,1.041,4.195,B,12.434
4.173,-2.131,5.657,C,-0.272
4.037,-2.639,3.577,B,21.340
4.620,-0.833,10.472,A,48.397
1.304,-0.232,6.314,B,17.426
4.461,0.622,8.490,C,28.068
1.612,-1.538,8.650,A,34.294
3.164,0.943,9.310,A,44.839
1.479,-1.071,3.068,A,11.781
3.863,-3.659,4.208,A,25.522
4.208,-0.786,3.613,C,-0.425
4.102,-2.185,10.310,A,50.375
3.860,-1.485,8.171,B,21.709
2.877,2.143,7.376,A,38.005
2.358,3.209,12.227,A,53.970
1.921,1.214,11.983,B,22.006
2.133,2.175,9.235,A,41.262
3.423,2.302,4.894,A,29.498
3.478,-1.955,2.305,A,23.948
1.022,1.200,4.877,B,18.540
4.206,0.175,10.119,A,48.752
2.910,-2.419,7.235,C,3.045
1.507,1.069,10.114,B,20.923
3.127,2.806,5.541,B,22.958
3.150,-2.707,10.312,A,44.241
3.311,2.975,3.873,B,17.975
1.101,0.296,4.276,A,22.428
5.122,-1.637,8.931,C,17.927
4.887,0.256,11.737,A,57.586
2.624,2.304,6.514,C,38.239
1.448,-0.742,4.335,A,20.796
4.490,0.400,9.955,B,23.813
4.205,3.014,10.543,A,50.208
4.203,0.668,10.304,A,49.785
4.633,1.263,4.365,B,16.826
3.738,-1.392,8.054,C,15.936
4.399,-2.918,6.420,A,37.429
3.752,-1.521,9.851,C,15.814
2.918,-1.259,5.146,B,23.296
4.370,-2.497,8.862,B,24.417
3.262,-0.806,9.659,B,25.017
0.931,-0.286,10.797,B,23.027
3.712,-0.636,6.935,C,21.035
3.891,-1.904,4.008,B,15.074
3.227,-3.007,7.761,A,37.441
4.682,0.239,9.648,B,28.309
4.812,0.422,8.090,A,46.071
2.480,2.913,12.114,C,56.233
4.341,0.586,9.044,B,26.075
4.495,-2.729,4.323,B,20.546
2.933,-0.785,11.128,B,25.840
0.299,0.906,10.616,B,22.765
0.675,0.197,3.661,A,18.192
2.379,-0.251,3.474,B,18.332
1.651,1.914,7.312,C,42.534
3.274,1.216,7.203,A,36.549
4.428,0.916,8.267,C,24.890
4.348,3.294,10.795,A,55.152
2.017,-0.393,7.248,C,27.130
2.869,1.461,4.399,B,15.755
2.784,0.905,3.595,B,18.913
4.413,-2.061,8.417,C,12.570
1.911,1.788,3.651,C,25.753
3.622,0.822,5.240,C,23.483
3.594,-0.825,4.756,B,21.130
3.006,-1.854,3.473,A,26.709
3.873,1.040,8.271,A,41.426
3.792,-0.147,9.080,C,33.785
3.890,2.193,8.670,A,48.529
3.387,0.980,11.582,C,40.717
2.134,-1.075,6.041,C,21.351
2.838,-1.639,6.606,A,30.403
4.231,0.140,7.001,C,21.788
0.774,-3.159,5.480,A,19.015
3.226,-1.910,12.481,C,30.959
1.801,-0.812,3.344,C,13.567
1.205,1.455,2.893,A,16.784
1.903,0.652,7.153,B,19.158
4.531,-0.916,10.760,A,53.454
3.793,0.808,8.038,A,39.605
4.373,-1.701,9.486,A,48.879
4.137,-1.254,5.542,B,22.472
3.533,-3.003,7.341,A,35.198
2.274,0.736,5.050,B,20.007
4.493,-2.191,6.022,B,25.817
3.130,-1.502,9.926,B,27.012
3.948,2.304,6.253,B,21.298
1.809,-2.524,4.076,C,3.438
0.720,-1.976,11.710,B,20.054
4.068,-0.372,4.462,C,10.195
2.933,-1.944,3.338,B,13.116
4.107,0.395,9.435,C,30.636
4.448,1.924,8.208,A,49.396
3.685,0.318,10.833,B,23.418
0.990,0.446,3.381,B,16.277
3.711,0.307,9.874,A,49.827
1.433,-2.669,6.019,B,18.304
1.230,1.944,3.379,A,21.915
1.009,-2.453,10.278,C,29.248
3.005,2.598,7.511,A,37.902
1.763,3.016,4.281,C,37.199
3.971,-1.202,10.841,A,47.183
4.153,2.729,9.837,A,53.930
2.327,1.047,11.199,B,22.853
3.995,2.182,4.530,A,38.550
2.376,2.452,10.972,B,24.624
1.244,0.415,8.833,A,38.636
3.645,-0.034,5.940,A,34.899
0.895,0.864,3.569,B,15.507
4.125,2.026,3.261,B,19.124
1.342,0.521,9.107,C,37.639
4.852,-0.058,11.676,B,29.746
1.801,-0.266,7.100,B,17.753
4.604,-0.361,7.281,B,27.772
4.178,-2.277,8.612,B,27.438
1.948,1.966,8.328,B,19.473
1.313,-0.276,4.307,A,22.700
2.098,-1.388,10.114,B,22.255
2.256,-0.129,11.838,C,43.568
1.887,0.224,5.345,B,16.466
2.833,-1.070,9.178,A,35.117
1.892,3.010,8.974,B,23.355
4.886,-1.426,9.670,B,25.575
2.943,-0.589,9.754,A,43.223
2.614,-1.517,10.880,C,25.901
4.493,0.327,8.368,C,28.406
2.783,0.042,8.964,A,39.461
4.835,2.276,8.500,A,52.232
3.852,-0.502,6.919,C,16.930
4.738,-1.522,4.542,A,31.624
0.654,-2.693,5.157,C,4.203
1.987,2.580,6.707,C,36.655
1.966,-0.280,5.876,C,24.624
1.848,-0.663,7.006,C,26.574
4.562,-1.927,9.325,C,14.323
3.986,-1.783,3.866,A,28.836
2.598,0.129,7.265,A,28.356
3.597,1.815,4.987,B,17.912
3.023,0.615,10.966,C,39.549
2.470,-2.736,8.439,C,12.072
2.100,0.178,6.535,C,29.935
2.844,0.126,4.783,C,17.925
4.267,-2.055,8.678,A,43.455
2.247,-1.999,9.589,B,24.685
3.446,-2.136,7.656,A,40.878
1.349,-1.686,10.767,C,34.276
1.548,0.490,11.934,A,43.068
1.041,-0.942,11.042,A,40.350
3.505,-0.589,4.371,A,28.156
1.178,-2.696,10.715,A,39.425
4.188,0.512,9.724,C,30.187
1.272,1.296,9.225,B,20.522
2.553,-2.969,7.755,A,31.560
1.340,2.617,2.849,B,20.230
2.869,-3.204,4.482,B,18.113
4.725,1.835,7.882,C,38.164
2.902,-2.919,8.582,B,23.708
1.754,0.513,4.897,A,21.327
2.605,1.716,7.349,B,22.789
4.716,-0.264,7.810,C,17.958
0.770,3.069,8.292,C,51.947
1.876,-0.604,6.494,B,19.881
3.688,-0.873,8.606,C,24.387
0.684,2.071,4.205,B,14.676
2.473,-1.675,11.179,C,30.919
2.753,-2.330,5.548,B,22.033
4.675,-0.914,4.592,A,33.877
2.592,1.336,8.648,A,38.810
2.692,2.781,11.750,B,24.424
1.453,-1.200,9.482,B,21.135
1.709,2.958,7.651,B,17.810
4.623,0.900,3.337,C,22.190
3.189,2.505,5.700,A,35.607
5.130,0.239,3.850,A,31.819
3.780,1.302,4.599,C,23.464
4.115,2.393,6.987,B,21.617
2.960,0.932,7.505,B,21.611
1.457,2.109,5.015,B,15.162
3.712,-2.392,8.024,A,37.200
1.265,0.969,5.262,B,13.753
2.222,1.375,10.578,B,22.035
2.691,0.287,5.365,A,34.763
4.579,0.574,7.014,A,38.420
4.022,-2.543,6.419,A,39.190
1.637,-1.555,7.067,A,27.452
3.935,-0.756,5.908,B,23.199
4.090,0.240,5.175,C,16.164
2.782,0.013,4.476,B,14.252
4.443,1.920,5.010,C,28.184
3.126,1.552,7.890,A,39.970
2.826,2.785,3.898,A,26.630
2.787,-2.173,5.375,B,20.728
1.745,-0.449,6.833,B,21.068
3.716,2.728,9.245,A,45.696
1.719,-1.776,4.038,A,16.713
2.921,-1.583,10.270,C,20.606
4.673,0.540,8.657,A,51.066
1.190,0.366,9.802,B,23.102
4.177,-1.490,4.083,A,24.276
2.229,1.629,8.667,A,46.245
4.654,1.791,8.543,C,36.571
4.739,3.131,8.327,B,27.713
2.203,0.937,3.948,A,22.694
2.615,-0.355,8.713,B,23.218
1.149,2.779,8.093,C,49.279
4.214,1.891,4.449,A,37.205
4.437,1.130,7.799,A,44.941
4.447,-3.104,8.384,A,42.113
1.186,-0.952,5.099,C,19.156
2.389,-1.904,6.559,C,11.700
1.941,0.747,3.185,C,20.443
4.804,2.360,10.086,A,52.131
3.988,0.982,5.535,A,35.575
3.534,-1.279,11.595,C,25.734
1.781,-1.328,5.476,C,15.306
2.923,2.363,5.595,B,21.922
1.935,2.118,4.298,C,38.127
1.975,-0.125,10.908,C,34.829
2.447,-3.273,4.741,B,24.220
2.881,1.600,5.269,B,18.900
1.911,2.841,3.843,A,24.729
1.858,0.167,9.339,A,42.149
1.299,2.480,9.854,C,52.361
1.841,1.891,6.561,B,17.451
2.491,2.841,10.729,B,25.973
3.650,2.505,5.178,C,36.102
3.528,-1.272,8.327,B,23.136
1.358,-0.315,3.014,B,18.731
1.438,-2.905,4.084,A,17.138
2.688,-2.583,5.771,A,31.332
1.882,-2.721,3.421,A,16.271
2.087,1.680,4.845,A,28.678
3.521,-3.275,9.236,B,25.145
4.213,0.653,11.470,B,27.012
3.612,0.213,3.085,B,19.397
2.735,1.481,7.833,A,39.418
2.326,-1.842,6.111,A,24.245
1.415,-2.942,10.830,B,18.567
2.332,0.423,4.789,C,27.393
3.076,-1.040,8.280,A,40.682
2.500,-1.165,6.142,A,32.047
1.609,-0.215,3.547,B,14.642
2.239,-3.023,6.721,C,5.234
2.163,2.738,10.696,B,22.640
2.127,-2.030,7.401,A,33.969
5.323,0.366,11.434,C,34.272
3.741,-0.035,9.897,B,26.525
4.291,-3.128,8.182,B,26.190
1.390,-0.347,4.170,C,20.410
1.331,-1.487,9.498,B,21.343
4.061,-2.715,3.834,A,25.332
1.856,1.587,9.730,C,44.028
1.838,-2.272,6.414,A,28.064
3.915,1.810,5.142,B,18.824
2.046,-1.648,5.153,A,23.301
2.244,1.608,5.906,A,32.988
1.232,2.604,7.939,C,48.988
4.961,-0.031,6.152,B,20.072
1.836,2.155,8.897,A,37.520
2.695,2.684,4.669,A,35.706
4.471,0.314,12.058,A,52.205
2.266,1.534,7.353,A,39.982
2.981,-0.487,8.010,C,25.244
1.015,1.881,6.853,B,20.368
3.530,0.376,6.867,A,40.351
3.156,0.656,10.187,B,22.791
4.446,-3.165,9.978,B,29.131
2.475,-2.377,8.168,B,20.852
3.455,-1.950,9.778,A,45.684
2.980,-2.840,10.430,B,27.188
3.409,1.972,11.247,A,50.537
1.869,-2.333,3.598,A,13.316
1.089,2.363,9.989,B,20.065
2.417,2.360,7.190,B,19.499
1.484,0.951,6.548,C,35.683
4.260,-2.091,7.895,C,2.428
2.224,-1.454,7.609,B,22.192
2.689,-0.618,4.442,B,19.508
4.509,-0.916,6.148,B,26.195
4.182,1.880,5.892,B,22.298
2.729,-1.299,4.549,B,21.272
2.385,-2.998,5.444,B,18.171
2.915,1.089,6.830,A,33.218
4.861,2.382,9.870,B,22.367
3.790,2.481,11.422,B,28.043
2.209,0.570,10.082,C,38.784
3.227,-2.439,7.004,A,30.095
1.028,2.433,11.838,A,44.704
2.540,3.017,7.223,A,31.920
3.401,-0.365,10.798,C,31.741
3.952,-1.629,8.194,C,8.689
3.818,2.310,4.619,B,20.979
2.153,-2.746,6.256,A,27.320
4.189,-0.943,9.102,B,28.207
1.108,-1.348,11.944,C,34.715
3.717,-1.765,4.904,B,22.858
1.538,-0.570,6.874,B,15.295
0.437,-1.112,4.546,B,15.352
3.951,-0.716,9.157,A,39.572
4.809,0.370,11.527,C,33.624
2.985,1.693,10.968,B,25.299
1.450,-2.207,5.707,C,8.389
0.992,-0.197,4.815,A,23.173
3.859,-0.444,5.992,A,34.617
1.576,1.936,5.628,A,28.572
4.371,0.747,5.438,A,37.156
4.650,0.816,11.703,B,30.155
2.127,-2.859,9.164,A,38.949
2.118,1.444,9.346,C,44.791
4.661,-1.939,9.832,A,46.111
1.994,2.949,4.866,A,27.156
4.858,0.290,9.359,A,49.249
3.079,0.018,4.108,C,10.369
2.461,-0.939,4.138,C,7.946
1.488,0.506,6.054,A,26.847
2.388,3.090,10.535,A,44.056
4.137,2.102,5.071,B,18.569
2.742,1.396,10.026,B,22.649
4.993,-0.713,6.635,A,38.564
1.609,2.038,6.200,B,13.141
3.186,-2.843,10.764,B,24.735
4.843,-3.465,9.496,C,7.418
1.879,2.725,8.664,B,20.432
1.662,-2.505,5.716,B,17.735
2.806,1.436,4.989,C,30.563
4.050,-2.915,9.066,A,43.375
2.547,-0.774,6.374,C,20.674
2.265,-0.679,8.236,C,21.698
4.730,-2.459,8.132,C,6.304
1.870,2.795,4.516,A,26.474
3.323,0.323,9.955,A,43.600
2.865,-1.088,4.948,A,28.081
0.572,0.008,12.189,B,19.912
4.361,-1.521,3.817,A,28.464
4.954,-0.321,4.882,B,22.380
3.103,-2.259,8.619,A,38.625
3.091,-1.347,4.657,C,9.908
4.969,-0.129,7.483,B,21.814
3.012,-1.270,7.510,B,20.416
1.905,2.732,3.220,C,32.584
2.494,2.198,10.526,B,24.387
5.071,0.907,6.069,B,24.820
3.009,-1.541,4.847,A,23.690
3.608,0.473,11.756,C,42.402
3.762,-0.802,6.818,B,24.434
4.631,-0.528,5.831,C,11.947
3.189,2.828,7.427,C,47.069
1.954,2.461,5.989,A,30.315
4.358,-1.842,5.383,A,36.943
0.949,-2.134,6.279,A,25.640
3.741,-0.637,7.548,A,39.698
4.503,-1.174,11.076,B,24.124
2.123,-2.195,11.521,B,26.972
1.826,1.730,11.713,A,38.914
3.788,1.054,7.389,C,37.057
1.091,-0.004,5.682,C,22.101
2.488,0.333,4.745,C,27.142
3.403,2.093,5.405,B,19.583
0.962,1.342,4.345,C,24.441
4.020,2.233,8.142,C,42.562
2.101,3.002,3.606,B,14.690
4.853,-1.908,7.968,A,45.127
3.206,-0.683,11.012,C,29.131
4.497,-0.938,5.639,A,36.403
2.285,-1.250,4.261,C,7.949
3.811,0.225,4.219,C,16.874
4.517,-2.591,7.049,B,24.001
4.612,-1.600,7.010,A,33.108
5.123,0.078,4.177,C,8.798
2.081,-2.805,3.631,B,16.906
2.397,-0.527,3.253,A,16.915
2.314,-0.156,10.522,B,24.034
1.031,-2.204,5.463,B,17.978
5.023,-3.335,4.406,A,31.394
2.957,0.074,4.550,B,15.365
1.152,-1.968,8.310,B,20.575
3.718,2.973,3.162,B,14.874
3.365,-2.229,8.598,B,21.675
3.680,2.533,7.072,B,21.699
3.402,1.584,4.235,A,26.246
3.389,-0.787,6.450,A,35.718
3.532,0.615,9.860,A,47.826
1.377,0.010,7.200,B,16.587
2.010,-1.578,4.180,B,17.077
2.218,-0.302,3.148,B,15.943
2.755,2.510,8.562,C,45.481
1.656,0.881,9.408,A,33.643
4.305,-0.234,10.722,C,27.449
1.992,2.758,4.944,A,21.438
3.394,-0.233,10.110,B,24.826
3.216,2.860,5.587,A,33.907
2.425,0.217,5.418,A,29.050
4.822,-2.395,11.010,B,28.971
2.050,2.649,3.468,C,33.256
4.703,2.115,8.468,B,26.424
3.326,0.116,9.458,A,45.202
4.317,1.164,11.048,A,56.355
3.689,-2.176,11.356,A,52.129
3.969,-2.844,11.544,B,26.267
1.010,-3.146,3.910,B,15.825
2.631,1.528,4.312,A,25.791
4.768,0.013,8.733,C,22.230
3.189,-1.873,4.295,B,14.103
1.385,2.966,11.609,A,44.222
4.735,3.570,7.071,C,35.884
0.891,-0.632,4.383,C,14.630
2.800,2.244,7.163,B,22.195
1.742,-0.334,9.699,B,22.999
1.919,-2.950,5.855,A,22.315
3.250,0.497,7.509,C,28.170
3.535,-0.531,3.472,B,18.912
4.165,-0.213,10.007,C,23.495
2.684,2.898,9.733,B,18.948
1.448,-1.343,11.090,C,35.937
3.320,-0.363,7.871,C,17.081
0.713,-1.534,10.642,A,37.242
2.208,0.989,5.520,C,28.914
2.567,-1.620,4.018,C,6.764
3.953,1.391,5.017,A,36.009
3.150,-1.757,5.792,C,3.566
3.092,-2.136,10.772,A,45.735
3.111,-0.616,8.783,B,22.684
5.154,-2.071,2.725,B,20.224
4.287,0.553,7.800,B,22.073
4.128,-2.062,7.780,A,37.760
4.524,-3.090,8.460,A,42.377
4.902,1.293,12.398,C,45.853
1.924,0.349,9.304,A,38.950
